id,subject,treatment,fov,cell_type,roi_num,branch,spine,eventrate_pre,eventrate_post,amplitude_pre,amplitude_post,frequency_pre,frequency_post
7,STR2,psilocybin,FOV1,IT,44,3,NaN,1.36659436,2.05239446,1.536585366,1.757142857,0.889370933,1.168029368
7,STR2,psilocybin,FOV1,IT,80,4,NaN,0.929417654,1.24311697,1.307511737,1.147919877,0.710829301,1.082930085
7,STR2,psilocybin,FOV1,IT,108,5,NaN,1.508426498,1.685299516,1.891213389,1.457431457,0.797597197,1.156349074
7,STR2,psilocybin,FOV1,IT,177,6,NaN,3.113632571,2.51626898,2.010775862,1.45982575,1.548473219,1.723677624
7,STR2,psilocybin,FOV1,IT,213,7,NaN,3.947939262,3.682629735,2.436663234,2.224798387,1.620223594,1.655264475
7,STR2,psilocybin,FOV1,IT,232,8,NaN,1.975638245,2.112464542,1.465346535,1.389681668,1.348239613,1.520106791
7,STR2,psilocybin,FOV1,IT,248,9,NaN,1.411646921,1.633572501,1.466204506,1.441826215,0.962789922,1.132988487
7,STR2,psilocybin,FOV1,IT,273,10,NaN,2.584682129,2.304355081,1.859543818,1.580091533,1.389954947,1.458368096
7,STR2,psilocybin,FOV2,IT,1,1,NaN,3.4039713,3.262139162,1.605035405,1.84260132,2.120807609,1.770398799
7,STR2,psilocybin,FOV2,IT,28,2,NaN,2.875020858,3.003504088,1.421617162,1.614349776,2.022359419,1.860503921
7,STR2,psilocybin,FOV2,IT,55,3,NaN,3.607542132,3.62589688,2.062977099,2.199392713,1.748706825,1.648590022
7,STR2,psilocybin,FOV2,IT,78,4,NaN,4.163190389,4.929083931,1.765746638,2.105488239,2.357750709,2.341064575
7,STR2,psilocybin,FOV2,IT,95,5,NaN,3.065242783,3.263807776,1.802747792,1.758992806,1.700317037,1.855498081
7,STR2,psilocybin,FOV2,IT,118,6,NaN,3.075254464,3.559152344,2.135573581,2.231171548,1.440013349,1.595194393
7,STR2,psilocybin,FOV2,IT,140,7,NaN,3.53245453,2.980143501,1.745259687,1.662942272,2.024028033,1.792090773
7,STR2,psilocybin,FOV2,IT,156,8,NaN,2.688136159,2.768229601,1.664256198,1.675757576,1.615217754,1.651927248
7,STR2,psilocybin,FOV2,IT,176,9,NaN,2.923410646,3.130318705,1.662239089,1.781576448,1.758718505,1.757049892
7,STR2,psilocybin,FOV2,IT,188,10,NaN,3.470715835,4.521942266,1.875563571,1.988261189,1.850492241,2.27432004
7,STR2,psilocybin,FOV1,IT,1,1,NaN,5.491406641,4.054730519,1.80230011,2.011589404,3.046888036,2.015684966
7,STR2,psilocybin,FOV1,IT,39,2,NaN,2.055731687,1.591857167,1.417721519,1.227799228,1.450025029,1.296512598
7,STR2,psilocybin,FOV1,IT,57,3,NaN,2.114133155,1.511763724,1.466435185,1.170542636,1.441681962,1.291506758
7,STR2,psilocybin,FOV1,IT,71,4,NaN,2.576339062,2.072417821,1.49178744,1.363336992,1.727014851,1.520106791
7,STR2,psilocybin,FOV1,IT,87,5,NaN,4.793926247,2.200901051,2.919715447,1.575866189,1.641915568,1.396629401
7,STR2,psilocybin,FOV1,IT,105,6,NaN,1.930585683,1.421658602,1.460858586,1.213675214,1.321541799,1.171366594
7,STR2,psilocybin,FOV1,IT,157,7,NaN,2.588019356,2.457867512,1.651757188,1.563694268,1.566827966,1.571833806
7,STR2,psilocybin,FOV1,IT,172,8,NaN,5.568162857,2.920073419,3.187201528,1.910480349,1.747038211,1.528449858
7,STR2,psilocybin,FOV1,IT,189,9,NaN,4.181545136,3.824461872,2.364150943,2.477837838,1.768730185,1.543467379
7,STR2,psilocybin,FOV1,IT,203,10,NaN,3.540797597,2.257633906,2.107249255,1.614558473,1.680293676,1.398298014
7,STR2,psilocybin,FOV2,IT,1,1,NaN,1.848823628,2.361087936,1.341404358,1.455761317,1.378274654,1.621892208
7,STR2,psilocybin,FOV2,IT,21,2,NaN,2.467879192,3.939596196,1.52004111,2.005947324,1.623560821,1.963957951
7,STR2,psilocybin,FOV2,IT,32,3,NaN,2.107458702,2.090772568,1.404894327,1.366412214,1.500083431,1.530118472
7,STR2,psilocybin,FOV2,IT,52,4,NaN,2.441181378,2.070749207,1.40403071,1.360745614,1.738695144,1.521775405
7,STR2,psilocybin,FOV2,IT,69,5,NaN,2.816619389,2.646420824,1.931350114,1.915458937,1.458368096,1.381611881
7,STR2,psilocybin,FOV2,IT,88,6,NaN,3.879526114,3.560820958,2.452531646,2.166497462,1.581845486,1.643584182
7,STR2,psilocybin,FOV2,IT,102,7,NaN,3.033539129,3.63590856,1.81981982,2.151036525,1.666944769,1.690305356
7,STR2,psilocybin,FOV2,IT,120,8,NaN,2.341064575,3.564158185,1.698547215,2.12749004,1.378274654,1.675287836
7,STR2,psilocybin,FOV2,IT,136,9,NaN,1.409978308,1.488403137,1.186797753,1.242339833,1.188052728,1.198064408
7,STR2,psilocybin,FOV2,IT,151,10,NaN,3.957950943,3.347238445,2.172161172,2.248878924,1.822125813,1.488403137
8,STR-4,saline,FOV2,IT,1,1,NaN,1.251460037,1.216419156,1.341681574,1.401923077,0.932754881,0.867678959
8,STR-4,saline,FOV2,IT,26,2,NaN,1.752044051,1.753712665,1.226635514,1.178251121,1.428333055,1.488403137
8,STR-4,saline,FOV2,IT,73,3,NaN,1.553479059,1.456699483,1.355167394,1.357698289,1.146337394,1.072918405
8,STR-4,saline,FOV2,IT,103,4,NaN,1.3716002,1.541798765,1.226865672,1.253731343,1.117970966,1.229768063
8,STR-4,saline,FOV2,IT,132,5,NaN,2.484565326,2.821625229,1.60972973,1.737923947,1.543467379,1.623560821
8,STR-4,saline,FOV2,IT,154,6,NaN,0.937760721,1.034540297,1.341288783,1.402714932,0.699149007,0.737527115
8,STR-4,saline,FOV2,IT,183,7,NaN,1.767061572,2.109127315,1.384313725,1.483568075,1.276489237,1.421658602
8,STR-4,saline,FOV2,IT,202,8,NaN,1.358251293,1.47004839,1.845804989,1.772635815,0.735858502,0.829300851
8,STR-4,saline,FOV2,IT,221,9,NaN,1.907225096,2.200901051,1.987826087,2.176567657,0.959452695,1.01117971
8,STR-4,saline,FOV2,IT,233,10,NaN,2.990155181,2.711496746,2.161640531,2.051767677,1.383280494,1.321541799
