mouse_id,sex,treatment,genotype,cell_id,branch_id,multibranch_id,soma_depth,fov,day_-3,day_-1,day_1,day_3
C57 1-2,f,psilocybin,c57,cell4,cell4_2,cell4_2,580,FOV25-1,0,-0.083476059,0.025048403,0.05335687
C57 1-2,f,psilocybin,c57,cell7,cell7_1,NA,760,FOV26-1,0,0.132752179,-0.029050153,0.07365561
C57 1-2,f,psilocybin,c57,cell8,cell8_2,cell8_2,550,FOV28-1,0,0.395641241,0.333631368,0.246895781
C57 1-2,f,psilocybin,c57,cell17,cell17_1,NA,540,FOV32-1,0,0.137362637,-0.028734229,-0.00741993
C57 1-2,f,psilocybin,c57,cell18,cell18_1,NA,710,FOV32-2,0,0.121888254,0.091954023,0.185208301
C57 1-2,f,psilocybin,c57,cell16,cell16_1,cell16_1,660,FOV35-1,0,-0.004280156,0.000486381,0.054280156
C57 1-2,f,psilocybin,c57,cell16,cell16_2,cell16_2,660,FOV37-1,0,-0.062689109,0.060923137,-0.029912858
C57 1-2,f,psilocybin,c57,cell14,cell14_1,NA,640,FOV40-1,0,0.064542057,0.2527956,0.44172601
C57 1-2,f,psilocybin,c57,cell12,cell12_1,cell12_1,710,FOV43-1,0,-0.108784177,-0.05473584,-0.011423132
C57 1-2,f,psilocybin,c57,cell12,cell12_2,cell12_2,710,FOV43-2,0,-0.054935529,-0.033322127,-0.071363616
C57 845,f,psilocybin,c57,NA,NA,NA,NA,FOV3-1,0,0.034385399,-0.108890075,-0.081808098
C57 845,f,psilocybin,c57,NA,NA,NA,NA,FOV6-1,0,0.015586496,0.01617456,0.073394119
C57 845,f,psilocybin,c57,cell4,cell4_1,NA,590,FOV10-1,0,-0.205011677,-0.053384411,-0.164146401
C57 845,f,psilocybin,c57,NA,NA,NA,NA,FOV11-1,0,-0.076878325,0.012490272,0.009428305
C57 845,f,psilocybin,c57,cell3,cell3_1,NA,570,FOV11-2,0,-0.033082707,-0.041381231,0.088320802
C57 845,f,psilocybin,c57,cell2,cell2_1,NA,600,FOV12-1,0,-0.00033098,-0.084730803,-0.060993171
C57 845,f,psilocybin,c57,cell6,cell6_1,NA,500,FOV14-1,0,-0.004047673,-0.176121944,-0.052289933
C57 845,f,psilocybin,c57,NA,NA,NA,NA,FOV21-1,0,-0.107904642,-0.258343789,-0.195608532
C57 812,f,psilocybin,c57,cell12,cell12_1,NA,600,FOV3-1,0,-0.009180791,0.041372411,0.001311542
C57 812,f,psilocybin,c57,cell11,cell11_1,NA,550,FOV4-1,0,0.015282526,0.119073768,0.070433675
C57 812,f,psilocybin,c57,NA,NA,NA,NA,FOV6-1,0,-0.043048694,0.09373164,0.050511442
C57 812,f,psilocybin,c57,cell8,cell8_1,NA,540,FOV7-1,0,-0.07078685,0.068161458,-0.109191431
C57 812,f,psilocybin,c57,cell7,cell7_1,NA,560,FOV8-1,0,0.049217318,0.118601044,0.12875476
C57 812,f,psilocybin,c57,cell6,cell6_1,cell6_1,580,FOV9-1,0,0.253393665,0.294264706,0.258487395
C57 812,f,psilocybin,c57,cell6,cell6_2,cell6_2,580,FOV11-1,0,0.007288317,0.138263666,0.17170418
C57 812,f,psilocybin,c57,cell6,cell6_3,cell6_3,580,FOV12-1,0,0.008453572,0.101415624,0.127393703
C57 3165,f,psilocybin,c57,cell3,cell3_1,NA,670,FOV2-1,0,0.039910242,0.165910827,0.180026847
C57 3165,f,psilocybin,c57,cell4,cell4_1,NA,540,FOV5-1,0,0.082095097,0.15607498,0.205763992
C57 3165,f,psilocybin,c57,cell5,cell5_1,NA,560,FOV7-1,0,0.103341289,0.139379475,0.17947494
C57 3165,f,psilocybin,c57,cell1,cell1_1,NA,690,FOV8-1,0,0.190068674,0.09311634,0.416584126
C57 3165,f,psilocybin,c57,cell2,cell2_1,cell2_1,530,FOV10-1,0,0.033984962,0.053778195,0.11112782
C57 3165,f,psilocybin,c57,cell8,cell8_1,cell8_1,570,FOV12-1,0,0.008890645,0.0990813,0.125030309
C57 3165,f,psilocybin,c57,NA,NA,NA,NA,FOV14-1,0,0.132568477,0.253051418,0.085917404
C57 3165,f,psilocybin,c57,cell2,cell2_2,cell2_2,530,FOV16-1,0,-0.064949267,-0.075916093,-0.047916896
C57 3165,f,psilocybin,c57,cell2,cell2_3,cell2_3,530,FOV20-1,0,0.055858748,0.0372277,0.075030096
C57 3165,f,psilocybin,c57,cell8,cell8_2,cell8_2,570,FOV28-1,0,0.120814604,0.092330979,-0.010013196
C57 840,m,psilocybin,c57,NA,NA,NA,NA,FOV2-1,0,0.203006403,0.148095813,0.327141134
C57 840,m,psilocybin,c57,NA,NA,NA,NA,FOV1-1,0,0.181526316,0.22793808,0.327950464
C57 811,f,saline,c57,cell1,cell1_1,NA,700,FOV4-1,0,0.053243233,-0.049079755,-0.022228563
C57 811,f,saline,c57,NA,NA,NA,NA,FOV13-1,0,0.111621009,0.273190251,0.139505275
C57 811,f,saline,c57,cell2,cell2_1,NA,540,FOV14-1,0,-0.03526286,0.044477784,0.009016766
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV1-1,0,-0.03758686,-0.065300297,-0.019801161
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV3-1,0,0.089265749,0.067574154,0.080754848
C57 1-1,f,saline,c57,cell6,cell6_1,NA,770,FOV6-1,0,-0.163828167,-0.059658732,-0.100905835
C57 1-1,f,saline,c57,cell4,cell4_1,cell4_1,800+,FOV7-1,0,-0.02689769,0.111551155,0.055231023
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV11-1,0,0.161151617,0.104505515,-0.140213124
C57 1-1,f,saline,c57,cell4,cell4_2,cell4_2,800+,FOV11-2,0,-0.017608173,0.001277043,-0.08387706
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV12-1,0,-0.028870374,-0.038491814,-0.004579803
C57 1-1,f,saline,c57,cell3,cell3_1,NA,730,FOV14-1,0,-0.130679724,-0.193634497,-0.115331964
C57 1-1,f,saline,c57,cell2,cell2_1,NA,660,FOV16-1,0,0.096645037,0.029407704,-0.151401353
C57 1-1,f,saline,c57,cell7,cell7_1,cell7_1,690,FOV24-1,0,-0.014049811,-0.156740661,0.098673525
C57 1-1,f,saline,c57,cell7,cell7_2,cell7_2,690,FOV25-1,0,-0.044135854,-0.062223371,-0.090878671
C57 1-1,f,saline,c57,cell9,cell9_1,NA,760,FOV29-1,0,0.178358387,-0.037264727,0.138630398
C57 1-1,f,saline,c57,cell12,cell12_1,NA,610,FOV32-1,0,0.123264394,0.158278368,0.066769145
