mouse_id,sex,treatment,genotype,cell_id,branch_id,multibranch_id,soma_depth,fov,new,day_1,day_3
C57 1-1,f,saline,c57,cell12,cell12_1,NA,610,FOV32-1,1,0.6876,1.1472
C57 1-1,f,saline,c57,cell11,cell11_1,NA,740,FOV33-1,1,0.7572,0.6528
C57 1-1,f,saline,c57,cell16,cell16_1,NA,640,FOV39-1,1,0.5712,NA
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV42-1,1,0.5448,NA
C57 1-1,f,saline,c57,cell14,cell14_1,cell14_1,660,FOV47-1,1,0.4608,NA
C57 1-1,f,saline,c57,cell14,cell14_2,cell14_2,660,FOV47-2,1,0.5712,0.6024
C57 844,f,saline,c57,cell2,cell2_1,NA,640,FOV7-1,1,NA,NA
C57 844,f,saline,c57,cell3,cell3_1,NA,660,FOV9-1,1,0.6024,NA
C57 3136,f,saline,c57,cell1,cell1_1,NA,500,FOV4-1,1,0.7032,0.8568
C57 3136,f,saline,c57,cell2,cell2_2,cell2_2,NA,FOV7-2,1,0.84,NA
C57 3136,f,saline,c57,cell2,cell2_3,cell2_3,NA,FOV8-1,1,0.9216,1.2288
C57 3136,f,saline,c57,cell2,cell2_4,cell2_4,NA,FOV9-1,1,0.7272,0.936
C57 JAX,m,saline,c57,cell2,cell2_1,NA,490,FOV1-1,1,0.7248,0.9816
C57 JAX,m,saline,c57,cell4,cell4_1,NA,560,FOV2-1,1,0.6992,0.6096
C57 JAX,m,saline,c57,cell3,cell3_1,cell3_1,550,FOV5-1,1,0.6528,NA
C57 JAX,m,saline,c57,cell1,cell1_1,NA,475,FOV7-1,1,0.8568,0.888
C57 JAX,m,saline,c57,NA,NA,NA,NA,FOV10-1,1,0.7356,NA
C57 JAX,m,saline,c57,cell5,cell5_2,cell5_2,484,FOV11-1,1,0.8448,NA
C57 JAX,m,saline,c57,cell6,cell6_2,cell6_2,530,FOV17-1,1,0.6408,0.9528
C57 JAX,m,saline,c57,cell6,cell6_3,cell6_3,530,FOV18-1,1,0.6966,0.8952
C57 JAX,m,saline,c57,cell3,cell3_2,cell3_2,550,FOV19-1,1,0.6684,1.0476
C57 JAX,m,saline,c57,cell5,cell5_3,cell5_3,484,FOV22-1,1,1.1832,NA
C57 JAX,m,saline,c57,cell6,cell6_4,cell6_4,530,FOV24-1,1,0.8661,1.3464
C57 JAX,m,saline,c57,cell6,cell6_5,cell6_5,530,FOV26-1,1,1.05,1.092
C57 549160-2,m,saline,c57,NA,NA,NA,NA,FOV16-1,1,0.7632,0.84
C57 549160-2,m,saline,c57,NA,NA,NA,NA,FOV17-1,1,0.8448,1.0872
C57 842,m,saline,c57,NA,NA,NA,NA,FOV2-1,1,0.7848,NA
C57 842,m,saline,c57,NA,NA,NA,NA,FOV3-1,1,0.6444,0.6624
